What are the names of the tourist attractions in Reims ?	3
What are Cushman and Wakefield known for ?	1
What body of water does the Danube River flow into ?	3
Who is the founder of Scientology ?	2
What does the six-footed Musca domestica become when it enters a house ?	2
What is the history of skateboarding ?	1
Who starred in Singing in the Rain and The Singing Nun ?	2
How do I make fuel bricks from recycled newspaper ?	1
What 19th-century painter died in the Marquesas Islands ?	2
The corpus callosum is in what part of the body ?	2
How do I log on to home page at Headquarters U.S. European Command ?	1
What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .	3
What is Nebraska 's most valuable resource ?	2
How many species of the Great White shark are there ?	4
What is the origin of head lice ?	1
What is the nickname for the state of Mississippi ?	3
What was the first domesticated bird ?	2
How many villi are found in the small intestine ?	4
What country did King Wenceslas rule ?	3
What is a fear of shadows ?	2
Who were the five Marx brothers ?	2
In which year was New Zealand excluded from the ANZUS alliance ?	4
When did CNN begin broadcasting ?	4
What causes the body to shiver in cold temperatures ?	1
What are bear and bull markets ?	1
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?	2
What is `` dew point '' ?	1
What is the meaning of Jesus ?	1
What company 's logo is a `` W '' in a circle ?	2
What is the definition of a cascade ?	1
When did Rococo painting and architecture flourish ?	4
What country 's national passenger rail system is called Via ?	3
Who invented Make-up ?	2
What is the origin of the word `` attic '' ?	1
What did Delilah do to Samson 's hair ?	1
What kind of animals were in the Paleozoic era ?	2
Which of the following was Rhodes Scholar ?	2
Who comprised the now-defunct comic book team known as the Champions ?	2
How do you make a paintball ?	1
What U.S. state is Fort Knox in ?	3
What is a female rabbit called ?	2
Where is the highest point in Japan ?	3
Where do chihuahuas come from ?	1
Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?	3
What are the world 's four oceans ?	3
What 's the only work by Michelangelo that bears his signature ?	2
What is the largest snake in the world ?	2
In what medium is Stuart Hamblen considered to be the first singing cowboy ?	2
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?	3
How much money does a back injury lawsuit get ?	4
What 's the common name for acetylsalicylic acid ?	2
What does the Georgetown `` Hoya '' mean ?	1
Where can I find a list of `` classic '' books 5th and 6th graders should read ?	3
Which two products use a tiger as their symbol ?	2
How is the election of a new Pope announced to the world ?	1
How long does it take for your blood to make one complete trip through the body ?	4
How do chickens have baby chicks ?	1
What is the historical relationship of Catholic Church and bingo ?	1
How was the element calcium named ?	1
What crooner joined The Andrews Sisters for Pistol Packin Mama ?	2
What piano company claims its product is the `` Instrument of the immortals '' ?	2
When did the Bounty mutiny take place ?	4
What novel inspired the movie BladeRunner ?	2
What is a transistor ?	1
What is a film starring Jude Law ?	2
What Hollywood dog died in the arms of Jean Harlow in 1932 ?	2
What are the most common elements in the Earth 's crust ?	2
How much would it cost to purchase a 2-foot-square party tent , with sides , ?	4
What actress has received the most Oscar nominations ?	2
What are equity securities ?	1
What is gymnophobia ?	1
How many years do fossils take to form ?	4
Where is the Orinoco ?	3
What was the name of the `` Little Rascals '' dog ?	2
What city boasts Penn 's Landing , on the banks of the Delaware river ?	3
What Broadway musical was inspired by Cervantes 's Don Quixote ?	2
What is the origin of the word , JJ .	1
How many hostages were killed in the Entebbe raid ?	4
How you can raise your IQ ?	1
What does INRI stand for when used on Jesus ' cross ?	2
Who produces Spumante ?	2
Who earns their money the hard way ?	2
Who founded the People 's Temple Commune ?	2
What athlete makes the most money from sports merchandise sales ?	2
How many bends are there in a standard paper clip ?	4
Who discovered electricity ?	2
What part of your body contains the corpus callosum ?	2
Who was the first American in space ?	2
What two South American countries do n't border Brazil ?	3
What album put The Beatles on the cover of Time in 1967 ?	2
What poem contains the line , `` grow old with me the best is yet to be '' .	2
What is a dental root canal ?	1
What war did the Wanna-Go-Home Riots occur after ?	2
What is the busiest air travel season ?	4
What 's the colored part of the eye called ?	2
What are hook worms ?	1
Where is the Rose Bowl played ?	3
Which Japanese car maker had its biggest percentage of sale in the domestic market ?	2
Who is the mayor of Marbella ?	2
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?	3
In what year did Thatcher become prime minister ?	4
How many months does it take the moon to revolve around the Earth ?	4
Where are the 49 steps ?	3
In what year was De Gaulle elected president of France ?	4
Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?	2
Who directed `` Jaws '' ?	2
On what T.V. show could Tom Terrific be found ?	2
What Indian tribe is F Troop perpetually doing battle with ?	2
Where did Indian Pudding come from ?	1
Why do some clothing labels say `` Use a nonchlorine bleach '' ?	1
How many colonies were involved in the American Revolution ?	4
What is the name of the city that Maurizio Pellegrin lives in ?	3
Where can I find pictorial directions on how to build a very simple treehouse ?	3
What game 's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?	2
What is the name of the managing director of Apricot Computer ?	2
What is the occupation of Nicholas Cage ?	2
Why do horseshoes bring luck ?	1
What is the 401 , K , plan ?	1
What causes pneumonia ?	1
What are the three winter months in the southern hemisphere ?	4
What does gringo mean ?	1
What country contains Africa 's northernmost point ?	3
What therapy attempts to elicit the `` primal scream '' ?	2
Where is the Kalahari desert ?	3
Which Ventura County police department seized the largest cocaine shipment in it 's history ?	2
What city is sometimes called Gotham ?	3
What dangles over the tongue from the palate ?	2
Who created Dennis the Menace ?	2
What dummy received an honorary degree from Northwestern University ?	2
When was the first Wall Street Journal published ?	4
What countries have the largest areas of forest ?	3
How do I start a web based business ?	1
Name Alvin 's brothers	2
What is Eagle 's syndrome styloid process ?	1
How did Jayne Mansfield die ?	1
When did the royal wedding of Prince Andrew and Fergie take place ?	4
What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?	2
What explorer was nicknamed Iberia 's Pilot ?	2
CNN began broadcasting in what year ?	4
What is a ball that hits the foul pole called ?	2
What makes hamburgers taste like steakburgers ?	1
Which company created the Internet browser Mosaic ?	2
What are the rites accompanying the circumcision of a newly born-child in Judaism called ?	2
What was the education system in the 1960 's ?	2
What South American city has the world 's highest commercial landing field ?	3
How can I find out which cities have cable-modem access ?	1
What is Betsy Ross famous for ?	1
How many species of sharks are there ?	4
What is `` snoogans '' ?	1
How many people are there in the world ?	4
What shrubs can be planted that will be safe from deer ?	2
What organization 's offices were broken into at Watergate in 1972 ?	2
What is the design of the ship Titanic ?	1
What does S.O.S. stand for ?	2
Name a technique widely used to detect birth defects ?	2
What is the daily requirement of folic acid for an expectant mother ?	1
What is the `` 7-minute cigarette '' ?	1
What four forms does gold occur in ?	2
What is the acreage of the Chappellet vineyard ?	4
How do you correctly say the word ` qigong ' ?	1
When did beethoven die ?	4
How much does a new railroad coal car cost ?	4
What two European countries entered the War of American Independence against the British ?	3
What is the filmmakers collabrative ?	1
What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?	2
What caused Harry Houdini 's death ?	1
Who was the mother of the man who would not be king , the duke of Windsor ?	2
How many revolutions does a standard LP make in three minutes ?	4
What is the name of the tallest mountain in the world ?	3
Where can I find a review of Nightmare on Elm Street in a film journal ?	3
What 's the slowest Olympic swimming stroke ?	2
What was the name of the first Russian astronaut to do a spacewalk ?	2
What disease is transmitted by the Anopheles mosquito ?	2
What rum is so `` mixable '' it is a one-brand bar ?	2
How many South American countries have the letter Z in their names ?	4
What is the contents of proposition 98 ?	1
Where was George Washington born ?	3
How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .	4
Who wrote NN DT NNP NNP '' ?	2
What is paracetamol ?	1
What are the powers and weaknesses of Green Lantern 's ring ?	1
Which mosquito 's bite draws blood , DT NN CC DT NN .	2
When was the first steel mill in the United States built ?	4
What diminutive American female gymnast stole the show at the 1984 Olympics ?	2
What is the origin of the name Katie ?	1
What schools in the Washington , DC NN NN VBP NN NN NN NN .	2
When did the Berlin Wall go up ?	4
Who is Terrence Malick ?	2
What instrument is Ray Charles best known for playing ?	2
What 's the meaning of the Latin battle cry : Ad arma , ad arma .	1
What is the mascot for Notre Dame University ?	2
What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?	3
When did Mount St. Helen last have a significant eruption ?	4
CNN is the abbreviation for what ?	2
When did World War I start ?	4
How many feet are there in a fathom ?	4
What is a Canada two-penny black ?	1
What European city do Nicois live in ?	3
How can I find out what year a Beanie Baby was introduced ?	1
What is the classic definition of tragic hero ?	1
To what does Microsoft 's Windows 3 owe its success ?	2
Who was President of Afghanistan in 1994 ?	2
What are other ways of getting stretch marks besides pregnancy , weight loss , and weight lifting ?	2
What did brontosauruses eat ?	2
What color bottles do good Rhine wines come in ?	2
Who was the lead actress in the movie ` Sleepless in Seattle ' ?	2
Who was the 16th President of the United States ?	2
Who are the two sons of Ozzie and Harriet Nelson ?	2
What is molybdenum ?	1
When is Boxing Day ?	4
What is the lowest level of the American judiciary ?	2
When was the battle of the Somme fought ?	4
How many people did Randy Craft kill ?	4
What 's the official animal of Canada ?	2
When did Spielberg direct `` Jaws '' ?	4
What is the size of the largest akita ?	4
What animal has the biggest eyes ?	2
What is California 's capital ?	3
Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?	2
Who was the founding member of the Pink Floyd band ?	2
What European country is home to the beer-producing city of Budweis ?	3
How do I find the balance of my social security account ?	1
What is the history of Valentine 's Day cards ?	1
Where was Christopher Columbus born ?	3
What do Italians call Florence ?	2
How do you get to the top of the Eiffel Tower ?	1
What does ` PSI ' stand for ?	2
What sea did the Romans call mare nostrum ?	3
What 's the term for a bet before cards are dealt ?	2
Which came first , according to Genesis 1 : 2 : 22 - the chicken or the egg ?	2
What city did the Flintstones live in ?	3
What is Latin for incompetent ?	2
What chemicals are used in lethal injection ?	2
What toy company is the world 's No.1 maker of female apparel ?	2
What board game does a `` wood-pusher '' play poorly ?	2
Which Doonesbury character was likely to turn into a werewolf ?	2
What is the abbreviation for micro ?	2
What are the 7 articles of the constitution ?	2
Who has won the most Super Bowls ?	2
What does NASDAQ stand for ?	2
What is BPH ?	2
What is the fastest commercial automobile that can be bought in the US ?	2
What stadium do the Miami Dolphins play their home games in ?	3
Who has the only speaking role in `` Silent Movie '' ?	2
Why is poop sometimes different colors ?	1
What was Einstein 's IQ ?	4
What day was Pearl Harbor attacked in 1942 ?	4
What girl 's name is `` Teddy '' an affectionate form of ?	2
What state is John F. Kennedy buried in ?	3
What is the best way to remove wallpaper ?	2
What U.S. state has an element named for it ?	3
What company tabulates the ballots in voting for the Academy Awards ?	2
How did the tradition of best man start ?	1
How many years ago did the ship Titanic sink ?	4
What is the deepest area of the Arctic Ocean ?	3
What are Halloween 's colors ?	2
How is silk screening done ?	1
What is the latitude and longitude of El Paso , Texas ?	4
Who made a boat out of gopher wood ?	2
Where can I find a `` Fifth Element '' screensaver ?	3
Which Bloom County resident wreaks havoc with a computer ?	2
How do you match a name to a social security number ?	1
How does a rainbow form ?	1
What is the normal resting heart rate of a healthy adult ?	4
What is the population of Ohio ?	4
How many calories are there in a Big Mac ?	4
Hazmat stands for what ?	1
What creature scares people in the film `` Jaws '' ?	2
What part did John Peter Zenger play in the deveopment of the newspaper in America ?	2
Who followed Caesar ?	2
What are the four elements ?	2
Who was the first woman golfer to earn a million ?	2
What 's the tallest piece on a chessboard ?	2
What is Answers.com 's address ?	3
Where can I buy movies on videotape online ?	3
Who does the advertizing for Frito-Lay ?	2
Who is the leading competitor of Trans Union Company ?	2
What product did Robert Conrad dare people to knock off his shoulder ?	2
Who invented the radio ?	2
What 's the American dollar equivalent for 8 pounds in the U.K. ?	4
What are the different approaches of systems analysis ?	2
How do doctors diagnose bone cancer ?	1
Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?	2
What is the speed of the Mississippi River ?	4
What are the developmental stages of a swimmer ?	2
What actor first portrayed James Bond ?	2
What ocean is the largest in the world ?	3
Who was the first American poet to win the Nobel Prize for literature , in 1948 ?	2
What year did Jack Nicklaus join the Professional Golfers Association tour ?	4
How many sonnets did Shakespeare write ?	4
What causes the redness in your cheeks when you blush ?	1
Who won the Nobel Peace Prize in 1991 ?	2
Who are the Challengers of the Unknown ?	2
Define the Pheonix Club ?	1
Which city did Christian Crusaders fight to recapture from the Muslims ?	3
What does it mean `` Rupee Depreciates '' ?	1
What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?	2
Who was the first coach of the Cleveland Browns ?	2
How successful is arometherapy ?	1
What Jewish holiday saw the start of the 1973 Mideast War ?	2
How does a copier work ?	1
What is the speed of the Mississippi River ?	4
Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?	2
What is Dudley Do-Right 's horse 's name ?	2
Who declared : `` I am down on whores and I shan 't stop ripping them '' ?	2
Where does chocolate come from ?	3
What TV game show once saw a contestant admit to picking his toes in the shower ?	2
What Soviet leader owned a Rolls-Royce ?	2
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?	3
What war did Florence Nightingale tend the troops in ?	2
Who wrote the song , `` Stardust '' ?	2
How many Beatles ' records went #1 ?	4
Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?	2
What is the abbreviation of the company name ` General Motors ' ?	2
What mountains lie between the Arkansas and Missouri rivers ?	3
Who received the Will Rogers Award in 1989 ?	2
What is the function of RAM ?	1
What 's the closest G2 Spectrum Yellow Dwarf to Earth ?	3
How many equal angles are there in an isosceles triangle ?	4
What is the fear of cockroaches called ?	2
What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?	2
What is the use of a 24-hour clock instead of a 12-hour clock ?	1
What was the name of the lawyer who represented Randy Craft ?	2
What United States President had dreamed that he was assassinated ?	2
What film did Lee Marvin win the 1965 best actor Oscar for ?	2
Where is Basque country located ?	3
What product does `` Mrs. Olsen '' promote ?	2
What time of day did Emperor Hirohito die ?	4
What is dry ice ?	1
What 's the most powerful card in Euchre ?	2
What does `` intractable plantar keratoma '' mean ?	1
How many years did it take James Joyce to write Ulysses ?	4
What crop failure caused the Irish Famine ?	2
What South Korean city is served by Kimpo International Airport ?	3
How many types of dogs ' tails are there - three	4
What is the longest-running television series ?	2
What predators exist on Antarctica ?	2
What is the difference between a generator and an alternator ?	1
How is energy created ?	1
What beer advertised that it had `` three rings '' ?	2
What is the quantity of American soldiers still unaccounted for from the Vietnam war ?	4
What golfing accessory was patented by George Grant on December 12	2
What are the different types of plastic ?	2
How is it correct to say ` qigong ' ?	1
What was the highest mountain on earth before Mount Everest was discovered ?	3
Where was the Ligurian Republic , 1797-185 , ?	3
What country 's people are the top television watchers ?	3
When was the women 's suffrage amendment ratified ?	4
What Polynesian people inhabit New Zealand ?	2
What movie tour of the Roman empire features the admonition : `` Row well and live '' ?	2
What Nevada center has been dubbed The Biggest Little City in the World ?	3
What President lived at 219 North Delaware Street , Independence , Missouri ?	2
Give a reason for American Indians oftentimes dropping out of school .	1
Where must a soccer goalie stand to be permitted to handle the ball ?	3
What is the difference between classical conditioning and operant conditioning ?	1
In what U.S. state was the first woman governor elected ?	3
What are some interesting facts and information about dogsledding ?	1
What year did Hitler die ?	4
What famous model was married to Billy Joel ?	2
What kind of animal is Babar ?	2
What is Jane Goodall known for ?	1
What killed Bob Marley ?	2
How much money are Dumbo 's ears insured for ?	4
Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?	2
Who is Stein Eriksen ?	2
What does the name Billie mean ?	1
Who is the fastest swimmer in the world ?	2
What is the highest peak in Africa ?	3
Where is Procter & Gamble headquartered in the U.S. ?	3
What desert has been called The Garden of Allah ?	3
What do bicornate animals have two of ?	2
What function does a community 's water tower serve ?	1
What is a fear of weakness ?	2
How many miles is it to Ohio from North Carolina ?	4
How much snow equals an inch of rain ?	4
What does G.M.T. stand for ?	2
What does Inuit and Eskimo mean ?	1
What song served as the closing theme of The Johnny Cash Show ?	2
What field sport did dentist William Beers promote and write a standard book of rules for ?	2
How do I tie dye clothes ?	1
When does the average teenager first have intercourse ?	4
Why doesn 't www.answers.com have any answers to my questions ?	1
What actor 's autobiography is titled All My Yesterdays ?	2
What Russian master spy lived in the U.S. under the name Emil Goldfus ?	2
Where 's the 19th hole on a golf course ?	3
What 's nature 's purpose for tornadoes ?	1
Who played the original Charlie 's Angels ?	2
Where can I find a person 's address from a telephone number ?	3
What English word comes from the Old French covrefeu , meaning cover fire ?	2
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?	2
Where did Sarge Steel get his metal hand ?	3
What makes popcorn pop ?	1
Who wrote The Night of the Iguana ?	2
Where does your hair grow the fastest ?	2
What country did King Gustav V reign over from 197 to 195 ?	3
Who painted Mother and Child ?	2
What is the speed of the Mississippi River ?	4
In what area of the world was the Six Day War fought ?	3
What is the brightest star visible from Earth ?	3
What film marked Robert Redford 's directorial debut ?	2
What was Mao 's second name ?	2
What film or films has Jude Law appeared in ?	2
Where do hyenas live ?	3
Who is the `` Queen Mother '' ?	2
What 's the most commonly-spoken language in Belgium ?	2
Who has more DNA - a man or a woman ?	2
What are Maid-Rites ?	1
What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?	2
What level of government or governmental agency is responsible for dealing with racism ?	2
How many referees work a soccer game ?	4
What cocktail do you concoct with whisky and sweet vermouth ?	2
How do you say `` fresh '' in Spanish ?	2
What do bee hives do in cranberry bogs ?	1
What caused the Lynmouth floods ?	1
When is the Tulip Festival in Michigan ?	4
Who came up with the name , El Nino ?	2
What movie did Madilyn Kahn star in with Gene Wilder ?	2
What type of bridge is the Golden Gate Bridge ?	2
What dictator has the nickname `` El Maximo '' ?	2
What stereo manufacturer is `` Slightly ahead of its time '' ?	2
What U.S. city is The Queen of the Pacific ?	3
What TV sitcom character had the maiden name Ethel Potter ?	2
What was the first Lifesaver flavor ?	2
Who kept the most famous diary in the English language ?	2
Where can I find out the top 1 singles ?	3
How many degrees cooler is the inside of a cucumber than the air outside ?	4
What Spanish artist painted Crucifixion ?	2
What is the Jewish bible called ?	2
Why is the grass green ?	1
What is a firewall ?	1
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?	2
Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?	2
How long does it take for Spider-Man 's web to evaporate ?	4
Who was Randy Steven Craft 's lawyer ?	2
What was known as the Spice Island ?	3
Who was the first host of Person to Person ?	2
Name the Ranger who was always after Yogi Bear .	2
What deck of cards includes the Wheel of Fortune , the Lovers , and Death ?	2
What does the Statue of Liberty wear on her feet ?	2
Who is the superstar in rent-a-cars ?	2
McCarren Airport is located in what city ?	3
What household facility contains a float ball , ballcock , and overflow tube ?	2
What was the name of Betty Boop 's dog ?	2
What fraction of a beaver 's life is spent swimming ?	4
What was the Bridge of San Luis Rey made of ?	2
What do economists do ?	1
What country has the largest sheep population ?	3
What do I need to do to take my dog with me to live in Dominica , West Indies for a year ?	1
What country is the world 's largest importer of cognac ?	3
How many years is Johnnie Walker Black Label aged ?	4
What does SIDS stand for ?	2
What is Grenada 's main commodity export ?	2
How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it , ?	4
What makes a clitoris sensitive ?	1
What country has the most time zones , with 11 ?	3
What `` magic '' does Mandrake employ ?	2
Who is the president of Stanford University ?	2
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?	2
What was introduced commercially by Bayer A.G. of Leverkusen , in 1899 ?	2
What city is Logan Airport in ?	3
What is a nanometer ?	1
How many innings are there in a regulation softball game ?	4
When did CNN go on the air ?	4
What is the largest city on the Great Lakes ?	3
What is the telephone number for the University of Kentucky ?	4
Who invented baseball ?	2
How many wives did Brigham Young have ?	4
What product on the market is good for hiding facial scars ?	2
How long is the Coney Island boardwalk ?	4
What city gained renown for its pea-soup fogs ?	3
What does `` Janelle '' mean ?	1
How do I get another city 's newspaper ?	1
Name a movie about the Sioux Indians starring Kevin Costner .	2
Who was shot in the back during a Poker game in Deadwood , the Dakota territory ?	2
What are the distinct physical characterstics of the Arabian horse ?	1
What is a fear of thunder ?	2
What animal has killed the most people ?	2
How many colleges are in Wyoming ?	4
What Russian seaport has a name meaning `` Lord of the East '' ?	3
Where can stocks be traded on-line ?	3
When was the Battle of Hastings ?	4
What kind of file has the extension .dbf ?	2
When did Muhammad live ?	4
What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?	2
What is a wop ?	1
Where do rocks come from ?	1
How do I stop background noise in a car stereo ?	1
Where do people mountain climb in Nepal ?	3
What is the best college in the country ?	2
What is viscosity ?	1
What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?	2
What are the Nordic nations ?	3
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?	3
What U.S. state borders Illinois to the north ?	3
Name a film in which Jude Law acted .	2
What is the temperature for baking Peachy Oat Muffins ?	4
What is a fear of bees ?	2
What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?	2
What is a green bog ?	1
Where did the myth of Santa Claus originate ?	3
What does a chairbound basophobic fear ?	2
What city is served by Logan International Airport ?	3
What wrestling star became `` The Incredible Hulk '' ?	2
What attracts tourists to Reims ?	3
What game do Steve McQueen and Edward G. Robinson play in The Cincinnati Kid ?	2
What fastener did Whitcomb Judson patent in 1893 ?	2
What 's an auberge in France ?	1
Who was the star of the 1965 Broadway hit Golden Boy ?	2
Where is Procter & Gamble based in the U.S. ?	3
What army was founded by William Booth and his wife Catherine ?	2
What does ribavirin consist of ?	2
Name the soft drink that is `` number one in the sun . ''	2
What is the web address of the list of e-mail addresses of members of the House of Representatives ?	3
What was her real name ?	2
Why are the ears your center of balance ?	1
Who invented the toothbrush ?	2
What was the name of that popular song the Creeps sang ?	2
Where is the Abominable Snowman said to wander ?	3
What is a fear of being alone ?	2
How many dots make up the symbol for `` because '' ?	4
What do you get by adding Lactobacillus bulgaricus to milk ?	2
When reading classified ads , what does EENTY : other stand for ?	2
How many hearts does an octopus have ?	4
What plant has the largest seed ?	2
What was the only country you were allowed to drive into Israel from in 1979 ?	3
What 's approaching when a cyclist shouts : `` Oil '' ?	2
What baseball star turned down a $1 , 000-a-year contract because he felt he had n't earned it ?	2
What kind of sport is often associated with hooligans ?	2
What video game hero do some of his fans call Chomper ?	2
How many holes are there in a tenpin bowling ball ?	4
What is the longest word in the English language ?	2
In What city or state do the most gay men live in ?	3
What TV comediennes 's characters include former movie star Nora Desmond , secretary Mrs. Wiggins and a housewife named Eunice ?	2
What is `` the bear of beers '' ?	2
Name the operating system that runs on IBM-compatible machines .	2
What does the name `` Justin '' mean ?	1
What percentage of the body is muscle ?	4
What color of dry wine should be served with veal roasts and chops ?	2
What is a golf ball made of ?	2
What is the Amish religion ?	1
What does an average daycare provider get paid in New England ?	4
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?	2
Who played the Ringo Kid in the 1939 film Stagecoach ?	2
Who died 1 feet from where John F. Kennedy did ?	2
What is the `` coppertop '' battery ?	1
What sign is The Water Carrier the zodiacal symbol for ?	2
What animals do you find in the stock market ?	2
What is color ?	1
When is the site www.questions.com going to open ?	4
What did Shostakovich write for Rostropovich ?	2
What first name was Nipsy Russell given at birth ?	2
How can I get some free technical information on Electric Vehicle ?	1
Who is the youngest of the Beatles ?	2
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?	1
What is a Jellicle Cat ?	1
Where can I find the best free evidence for debate about Russia ?	3
What is Bill Gates of Microsoft E-mail address ?	3
What is the second hardest substance ?	2
Why did several San Diego schools stop serving apples to students ?	1
What Russian city boasts the Hermitage Museum ?	3
When is Bastille Day ?	4
What makes a tornado turn ?	1
How many shots can a stock M16 hold ?	4
What two colors are you blind to if you suffer from protanopia ?	2
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?	1
Who is Coronado ?	2
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?	2
What is artificial intelligence ?	1
What do flatfish eat ?	2
Who was the first Holy Roman Emperor ?	2
What can I use to remove the stubborn gummed labels from some diskettes ?	2
What day of the week sees the most fatal car accidents ?	4
What is the origin of the word , magic ?	1
What sport do you shag flies in ?	2
What is white chocolate ?	1
Where is Trinidad ?	3
Name the organization that is presided by a Security Council .	2
Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?	2
What kind of wine is Spumante ?	2
Who portrayed portly criminologist Carl Hyatt on Checkmate ?	2
How do you say I love you in Spanish ?	2
What does the name Gina mean ?	1
What is the most advanced handheld calculator in the world ?	2
How fast is light ?	4
What is the belt of low pressure around the equator called ?	2
What are shooting stars ?	1
Whom did the Chicago Bulls beat in the 1993 championship ?	2
When was the first American encyclopedia published ?	4
What 's the tallest building in New York City ?	3
How is Easter Sunday 's date determined ?	1
What is the Motto for the State of Maryland ?	1
Who is Desmond Tutu ?	2
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?	3
Name a tiger that is extinct .	2
How many quarters equal a pound ?	4
What kind of books does Fodor 's publish ?	2
What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?	2
What chapter of the Bible has the most verses ?	4
Who is the worst US President ever ?	2
What Asian leader was known as The Little Brown Saint ?	2
What is the abbreviated expression for the National Bureau of Investigation ?	2
How fast does the fastest car go ?	4
What is the highest mountain in the world ?	3
What arch can you see from the Place de la Concorde ?	3
